brand,model,transmission,age,fuel,engine,km,owner,price,location,mileage,power,seats,type
maruti,vitara,manual,5.0,diesel,1248.0,51000.0,,825000.0,,24.3,88.5,5.0,
maruti,swift dzire,automatic,2.0,diesel,1248.0,20000.0,,855000.0,,28.4,74.02,5.0,
honda,jazz,manual,5.0,diesel,1498.0,48000.0,,550000.0,,27.3,98.6,5.0,
skoda,rapid,automatic,7.0,diesel,1498.0,71000.0,,550000.0,,21.66,103.52,5.0,
maruti,eeco,manual,2.0,petrol,1196.0,34197.0,,465000.0,,16.11,72.42,5.0,
hyundai,i20,manual,5.0,petrol,1197.0,27000.0,,580000.0,,17.0,80.0,5.0,
toyota,innova,manual,5.0,diesel,2393.0,72000.0,,1765000.0,,13.68,147.51,7.0,
hyundai,i20,manual,5.0,petrol,1197.0,50000.0,,550000.0,,17.0,80.0,5.0,
skoda,superb,manual,8.0,petrol,1798.0,49944.0,,470000.0,,13.14,160.0,5.0,
maruti,swift dzire,manual,6.0,petrol,1197.0,12000.0,,650000.0,,19.1,85.8,5.0,
datsun,go,manual,5.0,petrol,1198.0,30000.0,,300000.0,,19.44,67.0,7.0,
maruti,baleno,automatic,5.0,petrol,1197.0,60000.0,,600000.0,,21.4,83.1,5.0,
maruti,ertiga,manual,4.0,diesel,1248.0,35000.0,,950000.0,,24.52,88.5,7.0,
hyundai,i10,manual,6.0,petrol,1197.0,12450.0,,395000.0,,20.36,78.9,5.0,
hyundai,grand,manual,4.0,petrol,1197.0,7500.0,,495000.0,,18.9,81.86,5.0,
maruti,wagon r,automatic,5.0,petrol,998.0,15680.0,,451000.0,,20.51,67.04,5.0,
ford,ecosport,manual,3.0,petrol,1497.0,15000.0,,900000.0,,17.0,121.36,5.0,
maruti,swift dzire,manual,8.0,diesel,1248.0,208000.0,,360000.0,,23.4,74.0,5.0,
hyundai,grand,automatic,4.0,petrol,1197.0,15000.0,,550000.0,,18.9,82.0,5.0,
hyundai,verna,manual,8.0,diesel,1582.0,58000.0,,515000.0,,22.32,126.3,5.0,
maruti,swift dzire,manual,7.0,diesel,1248.0,70310.0,,575000.0,,23.4,74.0,5.0,
maruti,eeco,manual,6.0,cng,1196.0,61000.0,,390000.0,,20.88,61.7,5.0,
volkswagen,polo,manual,4.0,diesel,1498.0,44000.0,,675000.0,,20.14,88.0,5.0,
mercedes-benz,e-class,automatic,14.0,diesel,2987.0,92000.0,,525000.0,,11.0,198.5,5.0,
maruti,vitara,manual,3.0,diesel,1248.0,17000.0,,895000.0,,24.3,88.5,5.0,
maruti,wagon r,manual,10.0,petrol,998.0,29000.0,,260000.0,,21.79,67.05,5.0,
mercedes-benz,s-class,automatic,10.0,petrol,5461.0,70000.0,,2275000.0,,7.81,362.9,5.0,
toyota,innova,manual,7.0,diesel,2494.0,69000.0,,1099000.0,,12.99,100.6,8.0,
maruti,wagon r,manual,5.0,cng,998.0,36100.0,,414000.0,,26.6,58.16,5.0,
maruti,swift dzire,manual,4.0,diesel,1248.0,50000.0,,730000.0,,19.3,73.9,5.0,
ford,figo,manual,11.0,petrol,1196.0,114231.0,,249000.0,,15.6,70.0,5.0,
maruti,ciaz,manual,4.0,diesel,1248.0,44046.0,,800000.0,,28.09,88.5,5.0,
maruti,ertiga,manual,7.0,cng,1373.0,72264.0,,600000.0,,22.8,80.9,7.0,
renault,kwid,manual,4.0,petrol,999.0,15000.0,,330000.0,,23.01,67.0,5.0,
hyundai,verna,automatic,9.0,diesel,1582.0,72000.0,,521000.0,,22.32,126.32,5.0,
maruti,vitara,manual,3.0,diesel,1248.0,36000.0,,800000.0,,24.3,88.5,5.0,
bmw,5,automatic,10.0,diesel,1995.0,67512.0,,1250000.0,,18.48,177.0,5.0,
skoda,rapid,manual,4.0,petrol,1598.0,19000.0,,725000.0,,15.0,103.6,5.0,
bmw,x3,automatic,5.0,diesel,1995.0,35000.0,,3400000.0,,18.56,187.7,5.0,
maruti,alto,manual,7.0,cng,796.0,28000.0,,281000.0,,33.44,40.3,4.0,
volkswagen,polo,manual,3.0,petrol,999.0,17000.0,,635000.0,,18.78,75.0,5.0,
mercedes-benz,e-class,automatic,7.0,diesel,2148.0,54000.0,,1475000.0,,10.0,170.0,5.0,
mahindra,thar,manual,8.0,diesel,2498.0,60000.0,,500000.0,,16.55,105.0,7.0,
honda,jazz,automatic,4.0,petrol,1199.0,20000.0,,695000.0,,19.0,88.7,5.0,
honda,city,manual,10.0,petrol,1497.0,60000.0,,365000.0,,17.0,118.0,5.0,
renault,kwid,manual,3.0,petrol,799.0,50000.0,,350000.0,,25.17,53.3,5.0,
maruti,swift,manual,4.0,diesel,1248.0,64874.0,,635000.0,,25.2,74.0,5.0,
maruti,ertiga,manual,5.0,petrol,1373.0,19000.0,,750000.0,,17.5,91.1,7.0,
renault,kwid,manual,3.0,petrol,799.0,45000.0,,350000.0,,25.17,53.3,5.0,
honda,city,manual,7.0,diesel,1498.0,70000.0,,600000.0,,26.0,98.6,5.0,
hyundai,i20,manual,5.0,diesel,1396.0,64000.0,,695000.0,,21.19,88.73,5.0,
volkswagen,polo,manual,8.0,petrol,1198.0,55322.0,,421000.0,,16.47,74.0,5.0,
maruti,swift dzire,manual,3.0,petrol,1197.0,19000.0,,741000.0,,21.21,81.8,5.0,
skoda,rapid,manual,6.0,petrol,1598.0,47000.0,,485000.0,,15.0,103.5,5.0,
honda,city,manual,14.0,petrol,1493.0,77433.0,,220000.0,,12.8,100.0,5.0,
hyundai,i20,manual,3.0,petrol,1197.0,16285.0,,675000.0,,18.6,81.83,5.0,
tata,safari,manual,9.0,diesel,2179.0,110000.0,,290000.0,,13.93,138.03,7.0,
ford,ecosport,manual,7.0,diesel,1498.0,72569.0,,580000.0,,22.7,89.84,5.0,
maruti,ertiga,manual,7.0,diesel,1248.0,55000.0,,500000.0,,20.77,88.76,7.0,
maruti,ciaz,manual,3.0,petrol,1373.0,35000.0,,800000.0,,20.73,91.1,5.0,
renault,kwid,manual,4.0,petrol,799.0,20000.0,,375000.0,,25.17,53.3,5.0,
hyundai,i20,manual,4.0,petrol,1197.0,43000.0,,600000.0,,18.6,81.83,5.0,
toyota,fortuner,manual,11.0,diesel,2982.0,85000.0,,1000000.0,,11.5,171.0,7.0,
maruti,swift,manual,5.0,diesel,1248.0,40000.0,,500000.0,,25.2,74.0,5.0,
volkswagen,vento,manual,10.0,diesel,1598.0,70000.0,,349000.0,,20.54,103.6,5.0,
datsun,go,manual,4.0,petrol,1198.0,40000.0,,421000.0,,19.44,67.0,7.0,
maruti,alto,manual,6.0,petrol,998.0,30000.0,,350000.0,,23.95,67.1,5.0,
skoda,superb,automatic,6.0,diesel,1968.0,68000.0,,1275000.0,,17.2,138.03,5.0,
honda,amaze,manual,6.0,diesel,1498.0,47745.0,,450000.0,,27.4,98.63,5.0,
maruti,eeco,manual,4.0,cng,1196.0,76000.0,,395000.0,,21.94,61.7,5.0,
bmw,3,automatic,6.0,diesel,1995.0,38000.0,,2250000.0,,19.59,184.0,5.0,
hyundai,i10,manual,10.0,petrol,1086.0,76000.0,,270000.0,,19.81,68.05,5.0,
tata,tiago,manual,3.0,petrol,1199.0,36313.0,,441000.0,,23.84,84.0,5.0,
maruti,swift dzire,manual,9.0,diesel,1248.0,56200.0,,485000.0,,23.4,74.0,5.0,
maruti,swift dzire,manual,7.0,diesel,1248.0,89000.0,,565000.0,,19.3,73.9,5.0,
maruti,swift,manual,15.0,petrol,1197.0,127000.0,,145000.0,,16.1,85.0,5.0,
maruti,ertiga,manual,4.0,diesel,1248.0,49000.0,,925000.0,,24.52,88.5,7.0,
maruti,wagon r,manual,7.0,petrol,998.0,35000.0,,370000.0,,20.51,67.04,5.0,
maruti,swift,manual,6.0,petrol,1197.0,50000.0,,425000.0,,20.4,83.11,5.0,
maruti,swift dzire,automatic,3.0,diesel,1248.0,40000.0,,825000.0,,28.4,74.02,5.0,
maruti,alto,manual,7.0,petrol,796.0,48828.0,,275000.0,,22.74,47.3,5.0,
maruti,swift,manual,7.0,diesel,1248.0,87600.0,,465000.0,,25.2,74.0,5.0,
bmw,3,automatic,9.0,diesel,1995.0,76728.0,,1050000.0,,22.69,190.0,5.0,
ford,figo,manual,11.0,petrol,1196.0,35000.0,,275000.0,,15.6,70.0,5.0,
hyundai,verna,manual,9.0,diesel,1396.0,100000.0,,485000.0,,23.5,88.7,5.0,
renault,kwid,automatic,2.0,petrol,999.0,27000.0,,460000.0,,24.04,67.0,5.0,
datsun,go,manual,6.0,petrol,1198.0,20000.0,,250000.0,,20.63,67.06,5.0,
maruti,wagon r,manual,7.0,cng,998.0,56795.0,,340000.0,,26.2,58.2,5.0,
mahindra,bolero,manual,1.0,diesel,1498.0,10000.0,,600000.0,,21.0,74.96,7.0,
maruti,vitara,manual,4.0,diesel,1248.0,62428.0,,900000.0,,24.3,88.5,5.0,
mahindra,scorpio,manual,13.0,diesel,2609.0,71000.0,,390000.0,,10.5,120.0,7.0,
honda,city,manual,7.0,diesel,1498.0,45000.0,,675000.0,,26.0,98.6,5.0,
mahindra,xuv500,manual,9.0,diesel,2179.0,82000.0,,690000.0,,16.0,140.0,7.0,
tata,tiago,manual,4.0,petrol,1199.0,32000.0,,465000.0,,23.84,84.0,5.0,
hyundai,i20,manual,4.0,petrol,1197.0,40000.0,,630000.0,,18.6,81.83,5.0,
maruti,alto,manual,13.0,petrol,796.0,60000.0,,150000.0,,19.7,46.3,5.0,
maruti,swift,manual,6.0,petrol,1197.0,18914.0,,500000.0,,20.4,81.8,5.0,
volkswagen,polo,manual,8.0,diesel,1199.0,49000.0,,380000.0,,22.07,73.9,5.0,
honda,amaze,automatic,3.0,petrol,1199.0,41000.0,,575000.0,,18.1,88.7,5.0,
skoda,rapid,manual,5.0,diesel,1498.0,74601.0,,611000.0,,21.13,108.6,5.0,
honda,amaze,manual,6.0,diesel,1498.0,148000.0,,501000.0,,25.8,98.6,5.0,
hyundai,verna,automatic,5.0,diesel,1582.0,61000.0,,760000.0,,19.08,126.2,5.0,
maruti,swift dzire,manual,11.0,diesel,1248.0,50000.0,,300000.0,,19.3,73.9,5.0,
renault,kwid,manual,6.0,petrol,999.0,60000.0,,315000.0,,23.01,67.0,5.0,
tata,safari,manual,7.0,diesel,2179.0,80000.0,,600000.0,,14.0,138.1,7.0,
jaguar,xf,automatic,6.0,diesel,2993.0,25000.0,,2790000.0,,14.74,270.9,5.0,
maruti,celerio,automatic,5.0,petrol,998.0,36836.0,,460000.0,,23.1,67.04,5.0,
hyundai,verna,manual,5.0,petrol,1497.0,7000.0,,665000.0,,17.7,113.42,5.0,
bmw,6,automatic,8.0,diesel,2993.0,30000.0,,4100000.0,,9.52,313.0,4.0,
hyundai,i10,manual,10.0,petrol,1197.0,60000.0,,200000.0,,20.36,78.9,5.0,
maruti,swift,automatic,3.0,diesel,1248.0,35000.0,,770000.0,,28.4,74.0,5.0,
maruti,alto,manual,10.0,petrol,796.0,20000.0,,170000.0,,19.7,46.3,5.0,
maruti,alto,manual,9.0,petrol,998.0,33700.0,,200000.0,,20.92,67.1,5.0,
hyundai,i20,manual,12.0,petrol,1197.0,96000.0,,275000.0,,17.0,80.0,5.0,
maruti,baleno,manual,3.0,petrol,1197.0,4933.0,,710000.0,,21.4,83.1,5.0,
audi,a4,automatic,9.0,diesel,1968.0,52000.0,,1500000.0,,16.55,140.0,5.0,
hyundai,elantra,automatic,6.0,diesel,1582.0,83000.0,,841000.0,,18.23,126.2,5.0,
bmw,7,automatic,6.0,diesel,2993.0,60000.0,,3900000.0,,14.49,258.0,5.0,
mahindra,kuv,manual,5.0,diesel,1198.0,87000.0,,450000.0,,25.32,77.0,6.0,
hyundai,i20,manual,8.0,petrol,1197.0,75518.0,,390000.0,,18.5,82.9,5.0,
maruti,baleno,manual,4.0,petrol,1197.0,13355.0,,565000.0,,21.4,83.1,5.0,
maruti,ciaz,manual,6.0,petrol,1373.0,49000.0,,575000.0,,20.73,91.1,5.0,
honda,jazz,manual,4.0,petrol,1199.0,26000.0,,700000.0,,18.7,88.7,5.0,
ford,ecosport,automatic,2.0,petrol,1497.0,10000.0,,950000.0,,14.8,121.36,5.0,
maruti,wagon r,automatic,3.0,petrol,998.0,27000.0,,550000.0,,20.51,67.0,5.0,
maruti,ignis,manual,4.0,petrol,1197.0,30000.0,,415000.0,,20.89,81.8,5.0,
skoda,rapid,automatic,6.0,diesel,1498.0,55300.0,,650000.0,,21.66,103.52,5.0,
maruti,ertiga,manual,4.0,diesel,1248.0,23000.0,,899000.0,,25.47,88.5,7.0,
maruti,wagon r,automatic,4.0,petrol,998.0,25000.0,,425000.0,,21.79,67.05,5.0,
maruti,baleno,manual,5.0,petrol,1197.0,15068.0,,560000.0,,21.4,83.1,5.0,
hyundai,i10,manual,9.0,lpg,1086.0,69000.0,,295000.0,,19.0,68.1,5.0,
hyundai,verna,manual,8.0,petrol,1591.0,97000.0,,510000.0,,17.01,121.3,5.0,
volkswagen,polo,automatic,8.0,petrol,1197.0,44900.0,,495000.0,,17.2,103.6,5.0,
hyundai,i10,manual,8.0,petrol,1086.0,40000.0,,295000.0,,19.81,68.05,5.0,
hyundai,santro,automatic,3.0,petrol,1086.0,4075.0,,550000.0,,20.3,68.07,5.0,
jaguar,f-pace,automatic,2.0,diesel,1999.0,10000.0,,6300000.0,,16.38,177.0,5.0,
jeep,compass,manual,4.0,diesel,1956.0,45212.0,,1598000.0,,16.3,170.0,5.0,
maruti,ignis,manual,3.0,petrol,1197.0,10415.0,,491000.0,,20.89,81.8,5.0,
maruti,wagon r,manual,7.0,cng,998.0,69000.0,,349000.0,,33.54,67.04,5.0,
hyundai,grand,manual,5.0,petrol,1197.0,28854.0,,535000.0,,18.9,82.0,5.0,
maruti,swift dzire,manual,4.0,diesel,1248.0,25000.0,,754000.0,,28.4,74.02,5.0,
bmw,3,automatic,4.0,petrol,1998.0,30000.0,,4000000.0,,15.34,249.0,5.0,
bmw,3,automatic,8.0,diesel,1995.0,54000.0,,1245000.0,,18.88,184.0,5.0,
maruti,wagon r,manual,12.0,petrol,998.0,27000.0,,185000.0,,18.9,67.1,5.0,
maruti,ertiga,manual,3.0,diesel,1498.0,74000.0,,964000.0,,24.2,93.87,7.0,
hyundai,i20,manual,8.0,diesel,1396.0,76000.0,,375000.0,,21.9,88.76,5.0,
maruti,alto,manual,3.0,petrol,796.0,23493.0,,319000.0,,24.7,47.3,5.0,
volkswagen,vento,automatic,5.0,petrol,1197.0,37900.0,,749000.0,,18.19,103.2,5.0,
volkswagen,vento,manual,9.0,petrol,1598.0,47123.0,,311000.0,,15.04,103.6,5.0,
renault,kwid,automatic,4.0,petrol,999.0,29000.0,,400000.0,,24.04,67.0,5.0,
honda,jazz,automatic,4.0,petrol,1199.0,14000.0,,680000.0,,18.2,88.7,5.0,
mahindra,xuv500,manual,4.0,diesel,2179.0,35000.0,,1395000.0,,16.0,140.0,7.0,
hyundai,i20,manual,11.0,petrol,1197.0,69000.0,,245000.0,,18.5,80.0,5.0,
mahindra,scorpio,manual,12.0,diesel,2179.0,80000.0,,400000.0,,12.05,120.0,8.0,
mahindra,scorpio,manual,9.0,diesel,2179.0,65253.0,,448000.0,,12.05,120.0,8.0,
skoda,rapid,automatic,5.0,diesel,1498.0,78010.0,,660000.0,,21.66,103.52,5.0,
hyundai,grand,manual,4.0,petrol,1197.0,17500.0,,500000.0,,18.9,81.86,5.0,
renault,kwid,manual,5.0,petrol,799.0,21000.0,,300000.0,,22.3,53.26,5.0,
maruti,wagon r,manual,6.0,petrol,998.0,28000.0,,390000.0,,18.9,67.1,5.0,
hyundai,verna,automatic,8.0,diesel,1582.0,70000.0,,480000.0,,22.32,126.3,5.0,
datsun,redigo,automatic,3.0,petrol,999.0,3200.0,,346000.0,,23.0,67.0,5.0,
maruti,celerio,manual,7.0,cng,998.0,56000.0,,340000.0,,31.79,58.2,5.0,
maruti,ertiga,manual,6.0,cng,1373.0,56400.0,,678000.0,,22.8,80.9,7.0,
honda,amaze,manual,6.0,diesel,1498.0,190000.0,,295000.0,,25.8,98.6,5.0,
tata,safari,manual,4.0,diesel,2179.0,100000.0,,900000.0,,14.1,153.86,7.0,
honda,city,automatic,6.0,petrol,1497.0,24000.0,,825000.0,,18.0,117.3,5.0,
maruti,ertiga,manual,5.0,diesel,1248.0,76000.0,,825000.0,,24.52,88.5,7.0,
mahindra,bolero,manual,4.0,diesel,1493.0,70000.0,,700000.0,,16.5,70.0,7.0,
hyundai,i20,manual,6.0,petrol,1197.0,112300.0,,535000.0,,18.6,81.83,5.0,
skoda,rapid,automatic,7.0,diesel,1498.0,66000.0,,580000.0,,21.66,103.52,5.0,
hyundai,grand,manual,8.0,diesel,1120.0,61000.0,,425000.0,,24.0,70.0,5.0,
mahindra,scorpio,manual,15.0,diesel,2609.0,120000.0,,300000.0,,12.7,116.6,8.0,
maruti,celerio,manual,3.0,petrol,998.0,28314.0,,490000.0,,23.1,67.04,5.0,
hyundai,i20,manual,11.0,petrol,1197.0,23000.0,,275000.0,,17.0,80.0,5.0,
hyundai,venue,automatic,1.0,petrol,998.0,4000.0,,1185000.0,,18.15,118.35,5.0,
mahindra,xuv500,manual,5.0,diesel,2179.0,42485.0,,1350000.0,,16.0,140.0,7.0,
volkswagen,polo,automatic,6.0,petrol,1197.0,87000.0,,600000.0,,17.21,103.5,5.0,
hyundai,grand,automatic,6.0,petrol,1197.0,15000.0,,525000.0,,18.9,81.86,5.0,
tata,tiago,automatic,3.0,petrol,1199.0,2500.0,,495000.0,,23.84,84.0,5.0,
maruti,alto,manual,3.0,cng,796.0,29000.0,,345000.0,,33.44,40.3,4.0,
hyundai,i20,manual,6.0,petrol,1197.0,54625.0,,595000.0,,18.6,81.83,5.0,
hyundai,verna,automatic,2.0,petrol,1591.0,8000.0,,1250000.0,,17.0,121.3,5.0,
maruti,alto,manual,19.0,petrol,1061.0,120000.0,,50000.0,,18.9,47.0,5.0,
toyota,innova,manual,2.0,diesel,2393.0,35000.0,,2000000.0,,13.68,147.51,7.0,
maruti,ertiga,manual,3.0,petrol,1373.0,32000.0,,810000.0,,17.5,91.1,7.0,
jaguar,xf,automatic,10.0,diesel,2993.0,45000.0,,2800000.0,,14.74,270.9,5.0,
bmw,x5,automatic,5.0,diesel,2993.0,46000.0,,3850000.0,,15.97,258.0,5.0,
maruti,swift,manual,9.0,diesel,1248.0,73000.0,,385000.0,,22.9,74.0,5.0,
maruti,baleno,manual,4.0,petrol,1197.0,23000.0,,600000.0,,21.01,81.8,5.0,
maruti,swift dzire,manual,8.0,diesel,1248.0,120000.0,,475000.0,,23.4,74.0,5.0,
hyundai,verna,manual,8.0,petrol,1599.0,30588.0,,490000.0,,16.2,103.2,5.0,
hyundai,i20,manual,3.0,petrol,1197.0,14577.0,,625000.0,,18.6,81.83,5.0,
maruti,swift,manual,6.0,petrol,1197.0,55000.0,,530000.0,,22.0,81.8,5.0,
maruti,ciaz,manual,3.0,diesel,1248.0,33000.0,,1000000.0,,28.09,88.5,5.0,
ford,figo,manual,8.0,diesel,1399.0,55000.0,,250000.0,,20.0,68.1,5.0,
honda,city,automatic,5.0,petrol,1497.0,90000.0,,725000.0,,18.0,117.3,5.0,
maruti,alto,manual,3.0,petrol,998.0,6800.0,,375000.0,,23.95,67.05,5.0,
mahindra,xuv500,manual,8.0,diesel,2179.0,68192.0,,699000.0,,15.1,140.0,7.0,
toyota,innova,manual,11.0,petrol,1998.0,105000.0,,675000.0,,12.4,132.0,8.0,
volkswagen,vento,manual,7.0,diesel,1598.0,52455.0,,565000.0,,20.54,103.6,5.0,
hyundai,i20,manual,7.0,diesel,1396.0,66266.0,,545000.0,,21.27,88.76,5.0,
maruti,ertiga,manual,6.0,cng,1373.0,100000.0,,650000.0,,22.8,80.9,7.0,
maruti,ertiga,manual,5.0,diesel,1248.0,41974.0,,811000.0,,24.52,88.5,7.0,
porsche,cayenne,automatic,7.0,diesel,2967.0,110000.0,,4500000.0,,15.15,240.0,5.0,
maruti,ertiga,manual,5.0,diesel,1248.0,84000.0,,825000.0,,24.52,88.5,7.0,
maruti,swift dzire,manual,9.0,diesel,1248.0,106000.0,,370000.0,,19.3,73.9,5.0,
maruti,eeco,manual,2.0,petrol,1196.0,25000.0,,411000.0,,15.37,73.0,5.0,
honda,city,manual,7.0,diesel,1498.0,63762.0,,650000.0,,25.1,98.6,5.0,
kia,seltos,automatic,2.0,diesel,1493.0,11800.0,,1810000.0,,17.8,113.4,5.0,
audi,a4,automatic,9.0,diesel,1968.0,76000.0,,1375000.0,,16.55,140.0,5.0,
hyundai,i20,manual,9.0,diesel,1396.0,56328.0,,370000.0,,21.9,88.76,5.0,
tata,tiago,automatic,2.0,petrol,1199.0,19247.0,,550000.0,,24.0,83.81,5.0,
mahindra,xuv500,manual,6.0,diesel,2179.0,42000.0,,950000.0,,15.1,140.0,7.0,
toyota,innova,manual,4.0,diesel,2393.0,67000.0,,1550000.0,,13.68,147.8,7.0,
hyundai,i10,manual,5.0,petrol,1197.0,67817.0,,465000.0,,20.36,78.9,5.0,
maruti,ciaz,manual,6.0,petrol,1373.0,40000.0,,715000.0,,20.73,91.1,5.0,
maruti,alto,manual,4.0,petrol,796.0,3600.0,,318000.0,,24.7,47.3,5.0,
honda,amaze,manual,6.0,petrol,1198.0,73000.0,,450000.0,,18.0,86.7,5.0,
toyota,fortuner,automatic,8.0,diesel,2982.0,75000.0,,1525000.0,,12.55,168.5,7.0,
maruti,wagon r,manual,12.0,lpg,1061.0,52755.0,,233000.0,,17.3,57.5,5.0,
tata,hexa,manual,4.0,diesel,2179.0,186000.0,,1220000.0,,17.6,153.86,7.0,
maruti,vitara,manual,5.0,diesel,1248.0,90000.0,,750000.0,,24.3,88.5,5.0,
maruti,ignis,manual,4.0,petrol,1197.0,30000.0,,500000.0,,20.89,81.8,5.0,
bmw,x5,automatic,9.0,diesel,2993.0,95000.0,,2150000.0,,11.0,235.0,5.0,
hyundai,i10,manual,10.0,petrol,1086.0,73000.0,,375000.0,,19.81,68.05,5.0,
hyundai,grand,manual,5.0,petrol,1197.0,40000.0,,485000.0,,18.9,82.0,5.0,
datsun,go,manual,4.0,petrol,1198.0,58000.0,,360000.0,,20.63,67.06,5.0,
maruti,ciaz,manual,5.0,petrol,1373.0,71000.0,,600000.0,,20.73,91.1,5.0,
ford,ecosport,manual,5.0,diesel,1498.0,71500.0,,690000.0,,21.7,98.96,5.0,
maruti,swift dzire,manual,8.0,diesel,1248.0,71200.0,,465000.0,,19.3,73.9,5.0,
maruti,ciaz,manual,5.0,diesel,1248.0,41000.0,,750000.0,,28.09,88.5,5.0,
hyundai,verna,manual,8.0,diesel,1582.0,65512.0,,585000.0,,22.32,126.32,5.0,
ford,ecosport,automatic,6.0,petrol,1499.0,37000.0,,665000.0,,15.63,110.4,5.0,
tata,harrier,manual,2.0,diesel,1956.0,20000.0,,1750000.0,,17.0,138.1,5.0,
mahindra,scorpio,manual,6.0,diesel,2523.0,51000.0,,760000.0,,15.4,75.0,9.0,
hyundai,santro,manual,10.0,petrol,1086.0,50000.0,,250000.0,,17.92,62.1,5.0,
hyundai,grand,manual,3.0,diesel,1186.0,11510.0,,550000.0,,24.0,73.97,5.0,
mahindra,scorpio,manual,7.0,diesel,2179.0,100000.0,,800000.0,,15.4,120.0,8.0,
mahindra,kuv100,manual,4.0,diesel,1198.0,50000.0,,490000.0,,25.32,77.0,6.0,
maruti,swift,manual,7.0,diesel,1248.0,117962.0,,480000.0,,25.2,74.0,5.0,
maruti,ciaz,manual,5.0,diesel,1248.0,115000.0,,655000.0,,28.09,88.5,5.0,
hyundai,creta,manual,4.0,diesel,1582.0,50000.0,,1100000.0,,19.67,126.2,5.0,
maruti,baleno,automatic,3.0,petrol,1197.0,1300.0,,890000.0,,21.4,83.1,5.0,
jaguar,xf,automatic,6.0,diesel,2179.0,29000.0,,3200000.0,,16.36,187.7,5.0,
hyundai,i10,automatic,10.0,petrol,1197.0,94000.0,,355000.0,,16.95,78.9,5.0,
maruti,swift dzire,manual,9.0,diesel,1248.0,43500.0,,420000.0,,19.3,73.9,5.0,
maruti,wagon r,manual,7.0,cng,998.0,20903.0,,410000.0,,32.52,58.33,5.0,
maruti,eeco,manual,7.0,petrol,1196.0,30000.0,,250000.0,,15.37,73.0,5.0,
tata,tiago,manual,4.0,petrol,1199.0,80000.0,,420000.0,,23.84,84.0,5.0,
hyundai,verna,manual,7.0,diesel,1582.0,103247.0,,740000.0,,22.32,126.32,5.0,
honda,city,manual,13.0,petrol,1497.0,100000.0,,225000.0,,17.7,78.0,5.0,
mercedes-benz,e-class,automatic,12.0,diesel,2987.0,107591.0,,1200000.0,,11.0,198.5,5.0,
hyundai,creta,manual,1.0,diesel,1396.0,15000.0,,1350000.0,,22.1,88.7,5.0,
maruti,swift dzire,manual,4.0,diesel,1248.0,9691.0,,822000.0,,28.4,74.02,5.0,
renault,kwid,manual,5.0,petrol,799.0,87000.0,,325000.0,,22.3,53.26,5.0,
renault,kwid,manual,5.0,petrol,799.0,37000.0,,350000.0,,25.17,53.3,5.0,
maruti,swift,manual,10.0,diesel,1248.0,46700.0,,270000.0,,22.9,74.0,5.0,
mercedes-benz,gls,automatic,3.0,diesel,2987.0,47000.0,,6600000.0,,11.0,258.0,7.0,
mercedes-benz,s-class,automatic,9.0,diesel,2987.0,50000.0,,3000000.0,,13.5,282.0,5.0,
honda,city,manual,6.0,diesel,1498.0,120000.0,,600000.0,,26.0,98.6,5.0,
hyundai,i10,automatic,10.0,petrol,1197.0,45000.0,,385000.0,,19.2,80.0,5.0,
honda,amaze,automatic,3.0,diesel,1498.0,69000.0,,860000.0,,23.8,78.9,5.0,
honda,amaze,manual,2.0,diesel,1498.0,30000.0,,700000.0,,27.4,98.63,5.0,
hyundai,i20,manual,2.0,petrol,1197.0,40000.0,,750000.0,,18.6,81.86,5.0,
tata,safari,manual,13.0,diesel,2179.0,60000.0,,190000.0,,11.57,138.1,7.0,
maruti,swift,manual,5.0,petrol,1197.0,49000.0,,490000.0,,21.21,81.8,5.0,
maruti,alto,manual,9.0,petrol,796.0,70000.0,,200000.0,,19.7,46.3,5.0,
renault,duster,manual,6.0,diesel,1461.0,70000.0,,775000.0,,19.64,108.45,5.0,
tata,tiago,automatic,2.0,petrol,1199.0,18900.0,,550000.0,,23.84,83.83,5.0,
hyundai,i10,manual,9.0,petrol,1197.0,15000.0,,400000.0,,20.36,78.9,5.0,
maruti,ertiga,manual,6.0,diesel,1248.0,133000.0,,650000.0,,20.77,88.76,7.0,
maruti,vitara,manual,4.0,diesel,1248.0,34000.0,,950000.0,,24.3,88.5,5.0,
hyundai,verna,manual,4.0,diesel,1582.0,30700.0,,925000.0,,23.9,126.2,5.0,
kia,seltos,manual,2.0,diesel,1493.0,5000.0,,1549000.0,,20.8,113.4,5.0,
maruti,swift dzire,manual,3.0,petrol,1197.0,21500.0,,650000.0,,21.21,81.8,5.0,
maruti,alto,manual,9.0,petrol,998.0,55294.0,,251000.0,,20.92,67.1,5.0,
maruti,swift dzire,manual,3.0,diesel,1248.0,10000.0,,800000.0,,28.4,74.02,5.0,
maruti,swift,manual,8.0,petrol,1197.0,20000.0,,350000.0,,18.6,85.8,5.0,
toyota,innova,manual,6.0,diesel,2494.0,78000.0,,1030000.0,,12.99,100.6,8.0,
maruti,wagon r,manual,12.0,petrol,1061.0,77000.0,,150000.0,,18.9,67.0,5.0,
maruti,ertiga,manual,7.0,diesel,1248.0,72859.0,,600000.0,,20.77,88.8,7.0,
ford,ecosport,manual,7.0,diesel,1498.0,77984.0,,565000.0,,22.7,89.84,5.0,
mercedes-benz,c-class,automatic,7.0,diesel,2143.0,70000.0,,1350000.0,,14.84,170.0,5.0,
